
param Generacion :=
16 9 23 0.0
16 9 24 0.0
16 10 1 0.0
16 10 2 0.0
16 10 3 0.0
16 10 4 0.0
16 10 5 0.0
16 10 6 0.0982
16 10 7 0.2764
16 10 8 0.536
16 10 9 0.6318
16 10 10 0.7896
16 10 11 1.0146
16 10 12 0.9896
16 10 13 0.9861
16 10 14 0.9779
16 10 15 0.831
16 10 16 0.6936
16 10 17 0.5254
16 10 18 0.3057
16 10 19 0.0922
16 10 20 0.0
16 10 21 0.0
16 10 22 0.0
16 10 23 0.0
16 10 24 0.0
16 11 1 0.0
16 11 2 0.0
16 11 3 0.0
16 11 4 0.0
16 11 5 0.0
16 11 6 0.0901
16 11 7 0.33
16 11 8 0.4726
16 11 9 0.7539
16 11 10 0.8177
16 11 11 1.0332
16 11 12 1.0601
16 11 13 0.8965
16 11 14 0.8511
16 11 15 0.8067
16 11 16 0.6468
16 11 17 0.4743
16 11 18 0.3122
16 11 19 0.1018
16 11 20 0.0
16 11 21 0.0
16 11 22 0.0
16 11 23 0.0
16 11 24 0.0
16 12 1 0.0
16 12 2 0.0
16 12 3 0.0
16 12 4 0.0
16 12 5 0.0
16 12 6 0.1006
16 12 7 0.2717
16 12 8 0.4917
16 12 9 0.756
16 12 10 0.9079
16 12 11 0.8869
16 12 12 0.982
16 12 13 1.069
16 12 14 0.9889
16 12 15 0.8582
16 12 16 0.7635
16 12 17 0.4536
16 12 18 0.3035
16 12 19 0.1046
16 12 20 0.0
16 12 21 0.0
16 12 22 0.0
16 12 23 0.0
16 12 24 0.0
16 13 1 0.0
16 13 2 0.0
16 13 3 0.0
16 13 4 0.0
16 13 5 0.0
16 13 6 0.106
16 13 7 0.2813
16 13 8 0.4508
16 13 9 0.7279
16 13 10 0.8704
16 13 11 0.897
16 13 12 0.964
16 13 13 1.0444
16 13 14 0.8505
16 13 15 0.7676
16 13 16 0.7604
16 13 17 0.4535
16 13 18 0.31
16 13 19 0.0935
16 13 20 0.0
16 13 21 0.0
16 13 22 0.0
16 13 23 0.0
16 13 24 0.0
16 14 1 0.0
16 14 2 0.0
16 14 3 0.0
16 14 4 0.0
16 14 5 0.0
16 14 6 0.1079
16 14 7 0.3144
16 14 8 0.4848
16 14 9 0.6648
16 14 10 0.813
16 14 11 0.9899
16 14 12 1.001
16 14 13 1.0376
16 14 14 0.9447
16 14 15 0.8085
16 14 16 0.7449
16 14 17 0.4699
16 14 18 0.317
16 14 19 0.1044
16 14 20 0.0
16 14 21 0.0
16 14 22 0.0
16 14 23 0.0
16 14 24 0.0
16 15 1 0.0
16 15 2 0.0
16 15 3 0.0
16 15 4 0.0
16 15 5 0.0
16 15 6 0.1007
16 15 7 0.2873
16 15 8 0.5431
16 15 9 0.6793
16 15 10 0.7891
16 15 11 1.0303
16 15 12 1.0394
16 15 13 1.0384
16 15 14 0.9896
16 15 15 0.8207
16 15 16 0.7223
16 15 17 0.4556
16 15 18 0.299
16 15 19 0.0912
16 15 20 0.0
16 15 21 0.0
16 15 22 0.0
16 15 23 0.0
16 15 24 0.0
16 16 1 0.0
16 16 2 0.0
16 16 3 0.0
16 16 4 0.0
16 16 5 0.0
16 16 6 0.103
16 16 7 0.3198
16 16 8 0.5027
16 16 9 0.6659
16 16 10 0.9347
16 16 11 0.9581
16 16 12 1.0134
16 16 13 1.0029
16 16 14 0.8603
16 16 15 0.8418
16 16 16 0.686
16 16 17 0.509
16 16 18 0.2747
16 16 19 0.0991
16 16 20 0.0
16 16 21 0.0
16 16 22 0.0
16 16 23 0.0
16 16 24 0.0
16 17 1 0.0
16 17 2 0.0
16 17 3 0.0
16 17 4 0.0
16 17 5 0.0
16 17 6 0.1008
16 17 7 0.2795
16 17 8 0.4579
16 17 9 0.6366
16 17 10 0.8126
16 17 11 0.95
16 17 12 1.0636
16 17 13 1.031
16 17 14 0.8979
16 17 15 0.9184
16 17 16 0.7312
16 17 17 0.5338
16 17 18 0.2828
16 17 19 0.096
16 17 20 0.0
16 17 21 0.0
16 17 22 0.0
16 17 23 0.0
16 17 24 0.0
16 18 1 0.0
16 18 2 0.0
16 18 3 0.0
16 18 4 0.0
16 18 5 0.0
16 18 6 0.0905
16 18 7 0.3186
16 18 8 0.4565
16 18 9 0.6335
16 18 10 0.7871
16 18 11 0.9837
16 18 12 1.0858
16 18 13 0.998
16 18 14 0.9374
16 18 15 0.8432
16 18 16 0.6603
16 18 17 0.5205
16 18 18 0.2842
16 18 19 0.1086
16 18 20 0.0
16 18 21 0.0
16 18 22 0.0
16 18 23 0.0
16 18 24 0.0
16 19 1 0.0
16 19 2 0.0
16 19 3 0.0
16 19 4 0.0
16 19 5 0.0
16 19 6 0.0923
16 19 7 0.2977
16 19 8 0.4802
16 19 9 0.7109
16 19 10 0.7898
16 19 11 1.0269
16 19 12 0.9081
16 19 13 0.8872
16 19 14 0.8825
16 19 15 0.8043
16 19 16 0.7104
16 19 17 0.5391
16 19 18 0.2814
16 19 19 0.0905
16 19 20 0.0
16 19 21 0.0
16 19 22 0.0
16 19 23 0.0
16 19 24 0.0
16 20 1 0.0
16 20 2 0.0
16 20 3 0.0
16 20 4 0.0
16 20 5 0.0
16 20 6 0.1035
16 20 7 0.2859
16 20 8 0.4607
16 20 9 0.7485
16 20 10 0.7961
16 20 11 1.0263
16 20 12 0.9808
16 20 13 0.9717
16 20 14 0.9635
16 20 15 0.9128
16 20 16 0.6897
16 20 17 0.4552
16 20 18 0.2931
16 20 19 0.1067
16 20 20 0.0
16 20 21 0.0
16 20 22 0.0
16 20 23 0.0
16 20 24 0.0
16 21 1 0.0
16 21 2 0.0
16 21 3 0.0
16 21 4 0.0
16 21 5 0.0
16 21 6 0.1074
16 21 7 0.274
16 21 8 0.4693
16 21 9 0.685
16 21 10 0.9197
16 21 11 0.8965
16 21 12 0.9388
16 21 13 1.0378
16 21 14 0.9006
16 21 15 0.783
16 21 16 0.751
16 21 17 0.4533
16 21 18 0.3007
16 21 19 0.0989
16 21 20 0.0
16 21 21 0.0
16 21 22 0.0
16 21 23 0.0
16 21 24 0.0
16 22 1 0.0
16 22 2 0.0
16 22 3 0.0
16 22 4 0.0
16 22 5 0.0
16 22 6 0.1046
16 22 7 0.319
16 22 8 0.5255
16 22 9 0.7543
16 22 10 0.8453
16 22 11 1.0062
16 22 12 1.0875
16 22 13 0.9314
16 22 14 0.9262
16 22 15 0.8107
16 22 16 0.6645
16 22 17 0.4539
16 22 18 0.3039
16 22 19 0.0953
16 22 20 0.0
16 22 21 0.0
16 22 22 0.0
16 22 23 0.0
16 22 24 0.0
16 23 1 0.0
16 23 2 0.0
16 23 3 0.0
16 23 4 0.0
16 23 5 0.0
16 23 6 0.0927
16 23 7 0.3279
16 23 8 0.5078
16 23 9 0.7573
16 23 10 0.8988
16 23 11 0.8722
16 23 12 0.9194
16 23 13 0.9091
16 23 14 0.989
16 23 15 0.8226
16 23 16 0.6468
16 23 17 0.5155
16 23 18 0.3094
16 23 19 0.1021
16 23 20 0.0
16 23 21 0.0
16 23 22 0.0
16 23 23 0.0
16 23 24 0.0
16 24 1 0.0
16 24 2 0.0
16 24 3 0.0
16 24 4 0.0
16 24 5 0.0
16 24 6 0.1034
16 24 7 0.3093
16 24 8 0.4905
16 24 9 0.71
16 24 10 0.9326
16 24 11 0.8598
16 24 12 0.9838
16 24 13 1.0208
16 24 14 0.9596
16 24 15 0.7735
16 24 16 0.6354
16 24 17 0.5319
16 24 18 0.2771
16 24 19 0.1098
16 24 20 0.0
16 24 21 0.0
16 24 22 0.0
16 24 23 0.0
16 24 24 0.0
16 25 1 0.0
16 25 2 0.0
16 25 3 0.0
16 25 4 0.0
16 25 5 0.0
16 25 6 0.1096
16 25 7 0.2755
16 25 8 0.4653
16 25 9 0.6672
16 25 10 0.8032
16 25 11 1.0044
16 25 12 1.0816
16 25 13 0.9173
16 25 14 0.8448
16 25 15 0.9341
16 25 16 0.6358
16 25 17 0.4995
16 25 18 0.3056
16 25 19 0.0903
16 25 20 0.0
16 25 21 0.0
16 25 22 0.0
16 25 23 0.0
16 25 24 0.0
16 26 1 0.0
16 26 2 0.0
16 26 3 0.0
16 26 4 0.0
16 26 5 0.0
16 26 6 0.1082
16 26 7 0.2941
16 26 8 0.5279
16 26 9 0.684
16 26 10 0.8721
16 26 11 0.9652
16 26 12 1.0603
16 26 13 0.9193
16 26 14 0.9209
16 26 15 0.9315
16 26 16 0.6858
16 26 17 0.4655
16 26 18 0.329
16 26 19 0.1021
16 26 20 0.0
16 26 21 0.0
16 26 22 0.0
16 26 23 0.0
16 26 24 0.0
16 27 1 0.0
16 27 2 0.0
16 27 3 0.0
16 27 4 0.0
16 27 5 0.0
16 27 6 0.0966
16 27 7 0.3168
16 27 8 0.4511
16 27 9 0.6921
16 27 10 0.8066
16 27 11 0.862
16 27 12 1.0951
16 27 13 1.0267
16 27 14 0.899
16 27 15 0.8677
16 27 16 0.7371
16 27 17 0.4755
16 27 18 0.319
16 27 19 0.101
16 27 20 0.0
16 27 21 0.0
16 27 22 0.0
16 27 23 0.0
16 27 24 0.0
16 28 1 0.0
16 28 2 0.0
16 28 3 0.0
16 28 4 0.0
16 28 5 0.0
16 28 6 0.1037
16 28 7 0.3191
16 28 8 0.4757
16 28 9 0.6758
16 28 10 0.8238
16 28 11 0.9412
16 28 12 0.9489
16 28 13 0.9049
16 28 14 0.9578
16 28 15 0.8713
16 28 16 0.6476
16 28 17 0.5174
16 28 18 0.2969
16 28 19 0.0932
16 28 20 0.0
16 28 21 0.0
16 28 22 0.0
16 28 23 0.0
16 28 24 0.0
16 29 1 0.0
16 29 2 0.0
16 29 3 0.0
16 29 4 0.0
16 29 5 0.0
16 29 6 0.0942
16 29 7 0.2897
16 29 8 0.4546
16 29 9 0.6815
16 29 10 0.8278
16 29 11 0.925
16 29 12 0.9481
16 29 13 1.045
16 29 14 0.8964
16 29 15 0.8134
16 29 16 0.6461
16 29 17 0.4858
16 29 18 0.3272
16 29 19 0.0995
16 29 20 0.0
16 29 21 0.0
16 29 22 0.0
16 29 23 0.0
16 29 24 0.0
16 30 1 0.0
16 30 2 0.0
16 30 3 0.0
16 30 4 0.0
16 30 5 0.0
16 30 6 0.1007
16 30 7 0.3156
16 30 8 0.4639
16 30 9 0.7685
16 30 10 0.8877
16 30 11 1.0438
16 30 12 0.9482
16 30 13 1.0412
16 30 14 0.9629
16 30 15 0.8126
16 30 16 0.6354
16 30 17 0.4918
16 30 18 0.303
16 30 19 0.1055
16 30 20 0.0
16 30 21 0.0
16 30 22 0.0
16 30 23 0.0
16 30 24 0.0
16 31 1 0.0
16 31 2 0.0
16 31 3 0.0
16 31 4 0.0
16 31 5 0.0
16 31 6 0.0959
16 31 7 0.2792
16 31 8 0.4829
16 31 9 0.7062
16 31 10 0.8032
16 31 11 1.0225
16 31 12 0.9599
16 31 13 0.9818
16 31 14 0.9146
16 31 15 0.8702
16 31 16 0.7166
16 31 17 0.5116
16 31 18 0.293
16 31 19 0.1034
16 31 20 0.0
16 31 21 0.0
16 31 22 0.0
16 31 23 0.0
16 31 24 0.0
16 32 1 0.0
16 32 2 0.0
16 32 3 0.0
16 32 4 0.0
16 32 5 0.0
16 32 6 0.1016
16 32 7 0.2794
16 32 8 0.4701
16 32 9 0.661
16 32 10 0.9135
16 32 11 0.9446
16 32 12 0.9139
16 32 13 0.9129
16 32 14 0.9496
16 32 15 0.8311
16 32 16 0.7684
16 32 17 0.5049
16 32 18 0.3255
16 32 19 0.0995
16 32 20 0.0
16 32 21 0.0
16 32 22 0.0
16 32 23 0.0
16 32 24 0.0
16 33 1 0.0
16 33 2 0.0
16 33 3 0.0
16 33 4 0.0
16 33 5 0.0
16 33 6 0.092
16 33 7 0.3007
16 33 8 0.4831
16 33 9 0.7051
16 33 10 0.8621
16 33 11 0.9762
16 33 12 1.0815
16 33 13 0.9711
16 33 14 0.9483
16 33 15 0.8842
16 33 16 0.6458
16 33 17 0.5315
16 33 18 0.2718
16 33 19 0.1034
16 33 20 0.0
16 33 21 0.0
16 33 22 0.0
16 33 23 0.0
16 33 24 0.0
17 2 1 0.0
17 2 2 0.0
17 2 3 0.0
17 2 4 0.0
17 2 5 0.0
17 2 6 0.0908
17 2 7 0.2759
17 2 8 0.5407
17 2 9 0.7365
17 2 10 0.9112
17 2 11 0.8792
17 2 12 0.9334
17 2 13 0.9196
17 2 14 0.8743
17 2 15 0.8208
17 2 16 0.6314
17 2 17 0.5191
17 2 18 0.2967
17 2 19 0.1001
17 2 20 0.0
17 2 21 0.0
17 2 22 0.0
17 2 23 0.0
17 2 24 0.0
17 3 1 0.0
17 3 2 0.0
17 3 3 0.0
17 3 4 0.0
17 3 5 0.0
17 3 6 0.0929
17 3 7 0.2856
17 3 8 0.5047
17 3 9 0.7219
17 3 10 0.8635
17 3 11 0.9112
17 3 12 0.921
17 3 13 0.9021
17 3 14 0.8584
17 3 15 0.7691
17 3 16 0.6405
17 3 17 0.4819
17 3 18 0.3146
17 3 19 0.0978
17 3 20 0.0
17 3 21 0.0
17 3 22 0.0
17 3 23 0.0
17 3 24 0.0
17 4 1 0.0
17 4 2 0.0
17 4 3 0.0
17 4 4 0.0
17 4 5 0.0
17 4 6 0.1069
17 4 7 0.2787
17 4 8 0.4763
17 4 9 0.6486
17 4 10 0.884
17 4 11 0.89
17 4 12 1.0504
17 4 13 0.987
17 4 14 0.8373
17 4 15 0.8668
17 4 16 0.6559
17 4 17 0.5145
17 4 18 0.3154
17 4 19 0.0946
17 4 20 0.0
17 4 21 0.0
17 4 22 0.0
17 4 23 0.0
17 4 24 0.0
17 5 1 0.0
17 5 2 0.0
17 5 3 0.0
17 5 4 0.0
17 5 5 0.0
17 5 6 0.1036
17 5 7 0.311
17 5 8 0.5304
17 5 9 0.6766
17 5 10 0.8325
17 5 11 0.9224
17 5 12 0.9706
17 5 13 1.0475
17 5 14 0.8313
17 5 15 0.8122
17 5 16 0.7492
17 5 17 0.5411
17 5 18 0.2799
17 5 19 0.1039
17 5 20 0.0
17 5 21 0.0
17 5 22 0.0
17 5 23 0.0
17 5 24 0.0
17 6 1 0.0
17 6 2 0.0
17 6 3 0.0
17 6 4 0.0
17 6 5 0.0
17 6 6 0.1018
17 6 7 0.2823
17 6 8 0.521
17 6 9 0.7286
17 6 10 0.8123
17 6 11 0.8797
17 6 12 0.931
17 6 13 0.971
17 6 14 0.8816
17 6 15 0.7774
17 6 16 0.6573
17 6 17 0.478
17 6 18 0.3083
17 6 19 0.0962
17 6 20 0.0
17 6 21 0.0
17 6 22 0.0
17 6 23 0.0
17 6 24 0.0
17 7 1 0.0
17 7 2 0.0
17 7 3 0.0
17 7 4 0.0
17 7 5 0.0
17 7 6 0.1092
17 7 7 0.2935
17 7 8 0.5002
17 7 9 0.6488
17 7 10 0.9181
17 7 11 0.9102
17 7 12 0.9098
17 7 13 0.9458
17 7 14 0.895
17 7 15 0.7853
17 7 16 0.696
17 7 17 0.514
17 7 18 0.2784
17 7 19 0.0958
17 7 20 0.0
17 7 21 0.0
17 7 22 0.0
17 7 23 0.0
17 7 24 0.0
17 8 1 0.0
17 8 2 0.0
17 8 3 0.0
17 8 4 0.0
17 8 5 0.0
17 8 6 0.0966
17 8 7 0.3018
17 8 8 0.4945
17 8 9 0.7161
17 8 10 0.8087
17 8 11 0.8972
17 8 12 1.0119
17 8 13 1.0537
17 8 14 1.0034
17 8 15 0.8106
17 8 16 0.7354
17 8 17 0.5089
17 8 18 0.3263
17 8 19 0.1054
17 8 20 0.0
17 8 21 0.0
17 8 22 0.0
17 8 23 0.0
17 8 24 0.0
17 9 1 0.0
17 9 2 0.0
17 9 3 0.0
17 9 4 0.0
17 9 5 0.0
17 9 6 0.1084
17 9 7 0.3059
17 9 8 0.5248
17 9 9 0.658
17 9 10 0.7795
17 9 11 0.9237
17 9 12 0.9915
17 9 13 0.943
17 9 14 0.8603
17 9 15 0.7823
17 9 16 0.7093
17 9 17 0.4728
17 9 18 0.2933
17 9 19 0.0931
17 9 20 0.0
17 9 21 0.0
17 9 22 0.0
17 9 23 0.0
17 9 24 0.0
17 10 1 0.0
17 10 2 0.0
17 10 3 0.0
17 10 4 0.0
17 10 5 0.0
17 10 6 0.1074
17 10 7 0.3088
17 10 8 0.4537
17 10 9 0.7041
17 10 10 0.8299
17 10 11 0.9896
17 10 12 1.0856
17 10 13 0.9489
17 10 14 0.9436
17 10 15 0.8971
17 10 16 0.7106
17 10 17 0.4689
17 10 18 0.3237
17 10 19 0.109
17 10 20 0.0
17 10 21 0.0
17 10 22 0.0
17 10 23 0.0
17 10 24 0.0
17 11 1 0.0
17 11 2 0.0
17 11 3 0.0
17 11 4 0.0
17 11 5 0.0
17 11 6 0.1087
17 11 7 0.2968
17 11 8 0.4737
17 11 9 0.659
17 11 10 0.7735
17 11 11 1.0018
17 11 12 0.99
17 11 13 1.0365
17 11 14 0.9977
17 11 15 0.8433
17 11 16 0.7314
17 11 17 0.4647
17 11 18 0.3129
17 11 19 0.0918
17 11 20 0.0
17 11 21 0.0
17 11 22 0.0
17 11 23 0.0
17 11 24 0.0
17 12 1 0.0
17 12 2 0.0
17 12 3 0.0
17 12 4 0.0
17 12 5 0.0
17 12 6 0.104
17 12 7 0.2744
17 12 8 0.5194
17 12 9 0.6663
17 12 10 0.8418
17 12 11 1.0356
17 12 12 0.9354
17 12 13 1.0504
17 12 14 1.0118
17 12 15 0.8573
17 12 16 0.7002
17 12 17 0.4838
17 12 18 0.2969
17 12 19 0.1038
17 12 20 0.0
17 12 21 0.0
17 12 22 0.0
17 12 23 0.0
17 12 24 0.0
17 13 1 0.0
17 13 2 0.0
17 13 3 0.0
17 13 4 0.0
17 13 5 0.0
17 13 6 0.0974
17 13 7 0.2817
17 13 8 0.4824
17 13 9 0.76
17 13 10 0.791
17 13 11 0.8552
17 13 12 1.0577
17 13 13 1.0776
17 13 14 0.9993
17 13 15 0.9118
17 13 16 0.7681
17 13 17 0.5375
17 13 18 0.3051
17 13 19 0.1077
17 13 20 0.0
17 13 21 0.0
17 13 22 0.0
17 13 23 0.0
17 13 24 0.0
17 14 1 0.0
17 14 2 0.0
17 14 3 0.0
17 14 4 0.0
17 14 5 0.0
17 14 6 0.0901
17 14 7 0.3249
17 14 8 0.4664
17 14 9 0.6928
17 14 10 0.8632
17 14 11 0.8557
17 14 12 1.0977
17 14 13 0.9121
17 14 14 0.8599
17 14 15 0.8968
17 14 16 0.6724
17 14 17 0.5422
17 14 18 0.3285
17 14 19 0.1028
17 14 20 0.0
17 14 21 0.0
17 14 22 0.0
17 14 23 0.0
17 14 24 0.0
17 15 1 0.0
17 15 2 0.0
17 15 3 0.0
17 15 4 0.0
17 15 5 0.0
17 15 6 0.1093
17 15 7 0.2977
17 15 8 0.4915
17 15 9 0.6822
17 15 10 0.8797
17 15 11 0.9408
17 15 12 0.9034
17 15 13 0.884
17 15 14 1.0003
17 15 15 0.9092
17 15 16 0.7441
17 15 17 0.535
17 15 18 0.2778
17 15 19 0.0954
17 15 20 0.0
17 15 21 0.0
17 15 22 0.0
17 15 23 0.0
17 15 24 0.0
17 16 1 0.0
17 16 2 0.0
17 16 3 0.0
17 16 4 0.0
17 16 5 0.0
17 16 6 0.1086
17 16 7 0.2886
17 16 8 0.5411
17 16 9 0.7492
17 16 10 0.895
17 16 11 0.9334
17 16 12 0.9268
17 16 13 0.9596
17 16 14 0.9771
17 16 15 0.8921
17 16 16 0.6387
17 16 17 0.5321
17 16 18 0.3071
17 16 19 0.1038
17 16 20 0.0
17 16 21 0.0
17 16 22 0.0
17 16 23 0.0
17 16 24 0.0
17 17 1 0.0
17 17 2 0.0
17 17 3 0.0
17 17 4 0.0
17 17 5 0.0
17 17 6 0.1012
17 17 7 0.3239
17 17 8 0.4736
17 17 9 0.7164
17 17 10 0.8025
17 17 11 0.9229
17 17 12 0.9599
17 17 13 1.0305
17 17 14 0.8547
17 17 15 0.8114
17 17 16 0.6587
17 17 17 0.5437
17 17 18 0.3174
17 17 19 0.1056
17 17 20 0.0
17 17 21 0.0
17 17 22 0.0
17 17 23 0.0
17 17 24 0.0
17 18 1 0.0
17 18 2 0.0
17 18 3 0.0
17 18 4 0.0
17 18 5 0.0
17 18 6 0.0985
17 18 7 0.3082
17 18 8 0.4875
17 18 9 0.7589
17 18 10 0.9171
17 18 11 0.9512
17 18 12 1.021
17 18 13 0.9096
17 18 14 0.8473
17 18 15 0.9054
17 18 16 0.7642
17 18 17 0.5054
17 18 18 0.2908
17 18 19 0.0991
17 18 20 0.0
17 18 21 0.0
17 18 22 0.0
17 18 23 0.0
17 18 24 0.0
17 19 1 0.0
17 19 2 0.0
17 19 3 0.0
17 19 4 0.0
17 19 5 0.0
17 19 6 0.0968
17 19 7 0.2939
17 19 8 0.5254
17 19 9 0.6817
17 19 10 0.8907
17 19 11 1.0445
17 19 12 0.9744
17 19 13 0.9232
17 19 14 0.9219
17 19 15 0.8739
17 19 16 0.6785
17 19 17 0.4922
17 19 18 0.2727
17 19 19 0.093
17 19 20 0.0
17 19 21 0.0
17 19 22 0.0
17 19 23 0.0
17 19 24 0.0
17 20 1 0.0
17 20 2 0.0
17 20 3 0.0
17 20 4 0.0
17 20 5 0.0
17 20 6 0.0955
17 20 7 0.3127
17 20 8 0.4973
17 20 9 0.6694
17 20 10 0.9194
17 20 11 0.9562
17 20 12 1.0097
17 20 13 0.952
17 20 14 0.8844
17 20 15 0.9279
17 20 16 0.6739
17 20 17 0.52
17 20 18 0.2856
17 20 19 0.1014
17 20 20 0.0
17 20 21 0.0
17 20 22 0.0
17 20 23 0.0
17 20 24 0.0
17 21 1 0.0
17 21 2 0.0
17 21 3 0.0
17 21 4 0.0
17 21 5 0.0
17 21 6 0.1072
17 21 7 0.2924
17 21 8 0.5345
17 21 9 0.6433
17 21 10 0.903
17 21 11 1.0121
17 21 12 0.9581
17 21 13 0.9258
17 21 14 0.856
17 21 15 0.8664
17 21 16 0.7384
17 21 17 0.5446
17 21 18 0.2735
17 21 19 0.0905
17 21 20 0.0
17 21 21 0.0
17 21 22 0.0
17 21 23 0.0
17 21 24 0.0
17 22 1 0.0
17 22 2 0.0
17 22 3 0.0
17 22 4 0.0
17 22 5 0.0
17 22 6 0.103
17 22 7 0.2891
17 22 8 0.5495
17 22 9 0.7588
17 22 10 0.8964
17 22 11 0.9525
17 22 12 0.9554
17 22 13 1.0555
17 22 14 0.9759
17 22 15 0.8318
17 22 16 0.7372
17 22 17 0.5072
17 22 18 0.288
17 22 19 0.0988
17 22 20 0.0
17 22 21 0.0
17 22 22 0.0
17 22 23 0.0
17 22 24 0.0
17 23 1 0.0
17 23 2 0.0
17 23 3 0.0
17 23 4 0.0
17 23 5 0.0
17 23 6 0.1073
17 23 7 0.3233
17 23 8 0.5249
17 23 9 0.6432
17 23 10 0.8749
17 23 11 0.9715
17 23 12 0.9908
17 23 13 1.0025
17 23 14 0.9819
17 23 15 0.7956
17 23 16 0.7081
17 23 17 0.4839
17 23 18 0.3194
17 23 19 0.0903
17 23 20 0.0
17 23 21 0.0
17 23 22 0.0
17 23 23 0.0
17 23 24 0.0
17 24 1 0.0
17 24 2 0.0
17 24 3 0.0
17 24 4 0.0
17 24 5 0.0
17 24 6 0.1094
17 24 7 0.2897
17 24 8 0.511
17 24 9 0.7457
17 24 10 0.789
17 24 11 1.0276
17 24 12 1.0409
17 24 13 1.0301
17 24 14 0.9854
17 24 15 0.8291
17 24 16 0.6648
17 24 17 0.5139
17 24 18 0.2869
17 24 19 0.0974
17 24 20 0.0
17 24 21 0.0
17 24 22 0.0
17 24 23 0.0
17 24 24 0.0
17 25 1 0.0
17 25 2 0.0
17 25 3 0.0
17 25 4 0.0
17 25 5 0.0
17 25 6 0.1028
17 25 7 0.2813
17 25 8 0.4651
17 25 9 0.6361
17 25 10 0.8061
17 25 11 0.9883
17 25 12 1.089
17 25 13 0.8953
17 25 14 0.9718
17 25 15 0.872
17 25 16 0.6459
17 25 17 0.5358
17 25 18 0.3204
17 25 19 0.1087
17 25 20 0.0
17 25 21 0.0
17 25 22 0.0
17 25 23 0.0
17 25 24 0.0
17 26 1 0.0
17 26 2 0.0
17 26 3 0.0
17 26 4 0.0
17 26 5 0.0
17 26 6 0.0945
17 26 7 0.291
17 26 8 0.4908
17 26 9 0.7195
17 26 10 0.8848
17 26 11 0.9053
17 26 12 1.0525
17 26 13 0.9339
17 26 14 0.9516
17 26 15 0.9003
17 26 16 0.7077
17 26 17 0.5288
17 26 18 0.2976
17 26 19 0.0945
17 26 20 0.0
17 26 21 0.0
17 26 22 0.0
17 26 23 0.0
17 26 24 0.0
17 27 1 0.0
17 27 2 0.0
17 27 3 0.0
17 27 4 0.0
17 27 5 0.0
17 27 6 0.1036
17 27 7 0.3004
17 27 8 0.5204
17 27 9 0.717
17 27 10 0.9305
17 27 11 0.855
17 27 12 0.9558
17 27 13 1.0205
17 27 14 0.8806
17 27 15 0.8126
17 27 16 0.6935
17 27 17 0.4633
17 27 18 0.32
17 27 19 0.1011
17 27 20 0.0
17 27 21 0.0
17 27 22 0.0
17 27 23 0.0
17 27 24 0.0
17 28 1 0.0
17 28 2 0.0
17 28 3 0.0
17 28 4 0.0
17 28 5 0.0
17 28 6 0.1098
17 28 7 0.3045
17 28 8 0.4593
17 28 9 0.7629
17 28 10 0.8937
17 28 11 0.8945
17 28 12 1.0181
17 28 13 1.0613
17 28 14 0.9049
17 28 15 0.7917
17 28 16 0.6557
17 28 17 0.5313
17 28 18 0.2758
17 28 19 0.0914
17 28 20 0.0
17 28 21 0.0
17 28 22 0.0
17 28 23 0.0
17 28 24 0.0
17 29 1 0.0
17 29 2 0.0
17 29 3 0.0
17 29 4 0.0
17 29 5 0.0
17 29 6 0.0915
17 29 7 0.2736
17 29 8 0.483
17 29 9 0.7074
17 29 10 0.815
17 29 11 1.0069
17 29 12 1.0975
17 29 13 0.9128
17 29 14 0.8361
17 29 15 0.7757
17 29 16 0.6768
17 29 17 0.4583
17 29 18 0.3243
17 29 19 0.1037
17 29 20 0.0
17 29 21 0.0
17 29 22 0.0
17 29 23 0.0
17 29 24 0.0
17 30 1 0.0
17 30 2 0.0
17 30 3 0.0
17 30 4 0.0
17 30 5 0.0
17 30 6 0.0939
17 30 7 0.3263
17 30 8 0.53
17 30 9 0.6837
17 30 10 0.8135
17 30 11 0.9533
17 30 12 1.0589
17 30 13 0.9896
17 30 14 0.8455
17 30 15 0.8594
17 30 16 0.6698
17 30 17 0.4841
17 30 18 0.2993
17 30 19 0.0993
17 30 20 0.0
17 30 21 0.0
17 30 22 0.0
17 30 23 0.0
17 30 24 0.0
17 31 1 0.0
17 31 2 0.0
17 31 3 0.0
17 31 4 0.0
17 31 5 0.0
17 31 6 0.0931
17 31 7 0.2766
17 31 8 0.4568
17 31 9 0.6818
17 31 10 0.8581
17 31 11 0.9953
17 31 12 1.0422
17 31 13 1.0595
17 31 14 0.8828
17 31 15 0.7839
17 31 16 0.6423
17 31 17 0.4951
17 31 18 0.3224
17 31 19 0.1031
17 31 20 0.0
17 31 21 0.0
17 31 22 0.0
17 31 23 0.0
17 31 24 0.0
17 32 1 0.0
17 32 2 0.0
17 32 3 0.0
17 32 4 0.0
17 32 5 0.0
17 32 6 0.0905
17 32 7 0.3188
17 32 8 0.4739
17 32 9 0.732
17 32 10 0.934
17 32 11 0.9717
17 32 12 0.9633
17 32 13 1.0644
17 32 14 0.8825
17 32 15 0.8219
17 32 16 0.7599
17 32 17 0.472
17 32 18 0.3158
17 32 19 0.1003
17 32 20 0.0
17 32 21 0.0
17 32 22 0.0
17 32 23 0.0
17 32 24 0.0
17 33 1 0.0
17 33 2 0.0
17 33 3 0.0
17 33 4 0.0
17 33 5 0.0
17 33 6 0.1093
17 33 7 0.2835
17 33 8 0.4691
