
param Demanda :=
16 25 9 0.4279
16 25 10 0.3468
16 25 11 0.3666
16 25 12 0.5596
16 25 13 0.399
16 25 14 0.3532
16 25 15 0.3698
16 25 16 0.4159
16 25 17 0.4562
16 25 18 0.3323
16 25 19 0.6396
16 25 20 0.8473
16 25 21 0.9401
16 25 22 0.7908
16 25 23 0.7012
16 25 24 0.3477
16 26 1 0.2648
16 26 2 0.3107
16 26 3 0.2837
16 26 4 0.2818
16 26 5 0.3241
16 26 6 0.3179
16 26 7 0.3948
16 26 8 0.3792
16 26 9 0.4377
16 26 10 0.4964
16 26 11 0.5611
16 26 12 0.5494
16 26 13 0.5387
16 26 14 0.4505
16 26 15 0.4245
16 26 16 0.388
16 26 17 0.4743
16 26 18 0.6021
16 26 19 0.8589
16 26 20 1.0817
16 26 21 0.8136
16 26 22 0.7975
16 26 23 0.6132
16 26 24 0.4153
16 27 1 0.2785
16 27 2 0.2474
16 27 3 0.2816
16 27 4 0.2575
16 27 5 0.2494
16 27 6 0.4315
16 27 7 0.4763
16 27 8 0.3853
16 27 9 0.3769
16 27 10 0.4206
16 27 11 0.4022
16 27 12 0.4654
16 27 13 0.5505
16 27 14 0.3933
16 27 15 0.3826
16 27 16 0.4556
16 27 17 0.4583
16 27 18 0.5318
16 27 19 0.7325
16 27 20 0.9501
16 27 21 1.0379
16 27 22 0.9601
16 27 23 0.6591
16 27 24 0.3647
16 28 1 0.3037
16 28 2 0.2791
16 28 3 0.277
16 28 4 0.2932
16 28 5 0.2551
16 28 6 0.4463
16 28 7 0.401
16 28 8 0.3619
16 28 9 0.3725
16 28 10 0.4097
16 28 11 0.3847
16 28 12 0.442
16 28 13 0.5373
16 28 14 0.3926
16 28 15 0.4407
16 28 16 0.4627
16 28 17 0.4245
16 28 18 0.4985
16 28 19 0.7477
16 28 20 0.8833
16 28 21 1.0464
16 28 22 0.9384
16 28 23 0.6975
16 28 24 0.3593
16 29 1 0.458
16 29 2 0.4173
16 29 3 0.3519
16 29 4 0.4679
16 29 5 0.3796
16 29 6 0.4901
16 29 7 0.6414
16 29 8 0.6261
16 29 9 0.5547
16 29 10 0.5396
16 29 11 0.5883
16 29 12 0.5417
16 29 13 0.5749
16 29 14 0.6155
16 29 15 0.6307
16 29 16 0.5821
16 29 17 0.522
16 29 18 0.5119
16 29 19 0.7037
16 29 20 0.8257
16 29 21 0.9247
16 29 22 0.7136
16 29 23 0.6038
16 29 24 0.5437
16 30 1 0.4618
16 30 2 0.4067
16 30 3 0.3875
16 30 4 0.4347
16 30 5 0.3921
16 30 6 0.5453
16 30 7 0.7427
16 30 8 0.7065
16 30 9 0.5679
16 30 10 0.6176
16 30 11 0.5985
16 30 12 0.5075
16 30 13 0.547
16 30 14 0.5621
16 30 15 0.5607
16 30 16 0.6114
16 30 17 0.4708
16 30 18 0.5521
16 30 19 0.7741
16 30 20 0.7916
16 30 21 0.9639
16 30 22 0.7511
16 30 23 0.686
16 30 24 0.6342
16 31 1 0.2955
16 31 2 0.3371
16 31 3 0.2749
16 31 4 0.2458
16 31 5 0.2802
16 31 6 0.3056
16 31 7 0.368
16 31 8 0.4015
16 31 9 0.4496
16 31 10 0.467
16 31 11 0.4962
16 31 12 0.5154
16 31 13 0.5021
16 31 14 0.4956
16 31 15 0.4521
16 31 16 0.4348
16 31 17 0.5227
16 31 18 0.6074
16 31 19 0.9111
16 31 20 1.0379
16 31 21 0.8739
16 31 22 0.7519
16 31 23 0.6016
16 31 24 0.4678
16 32 1 0.3086
16 32 2 0.3272
16 32 3 0.2779
16 32 4 0.2496
16 32 5 0.3228
16 32 6 0.3547
16 32 7 0.41
16 32 8 0.3386
16 32 9 0.3863
16 32 10 0.4903
16 32 11 0.5555
16 32 12 0.5725
16 32 13 0.5764
16 32 14 0.4856
16 32 15 0.5153
16 32 16 0.4288
16 32 17 0.5519
16 32 18 0.6325
16 32 19 0.9487
16 32 20 1.0891
16 32 21 0.9027
16 32 22 0.7726
16 32 23 0.6727
16 32 24 0.4255
16 33 1 0.2836
16 33 2 0.2827
16 33 3 0.2358
16 33 4 0.253
16 33 5 0.2982
16 33 6 0.3307
16 33 7 0.386
16 33 8 0.3386
16 33 9 0.4134
16 33 10 0.4791
16 33 11 0.5541
16 33 12 0.5797
16 33 13 0.4994
16 33 14 0.4782
16 33 15 0.4602
16 33 16 0.3829
16 33 17 0.5334
16 33 18 0.5702
16 33 19 0.8427
16 33 20 0.9596
16 33 21 0.8486
16 33 22 0.698
16 33 23 0.6485
16 33 24 0.4658
17 2 1 0.3358
17 2 2 0.4174
17 2 3 0.3591
17 2 4 0.3138
17 2 5 0.3686
17 2 6 0.3258
17 2 7 0.3951
17 2 8 0.6021
17 2 9 0.6599
17 2 10 0.4967
17 2 11 0.5063
17 2 12 0.9623
17 2 13 1.0156
17 2 14 0.7274
17 2 15 0.6437
17 2 16 0.6167
17 2 17 0.4927
17 2 18 0.518
17 2 19 0.5802
17 2 20 0.7281
17 2 21 0.8137
17 2 22 0.736
17 2 23 0.7015
17 2 24 0.5424
17 3 1 0.2723
17 3 2 0.2609
17 3 3 0.2355
17 3 4 0.2459
17 3 5 0.2194
17 3 6 0.3992
17 3 7 0.7166
17 3 8 0.4061
17 3 9 0.4206
17 3 10 0.3754
17 3 11 0.3422
17 3 12 0.4912
17 3 13 0.4256
17 3 14 0.3577
17 3 15 0.3754
17 3 16 0.4114
17 3 17 0.4865
17 3 18 0.3532
17 3 19 0.6087
17 3 20 0.8674
17 3 21 1.078
17 3 22 0.8121
17 3 23 0.7585
17 3 24 0.3278
17 4 1 0.2858
17 4 2 0.2256
17 4 3 0.2369
17 4 4 0.2384
17 4 5 0.2479
17 4 6 0.4366
17 4 7 0.6966
17 4 8 0.4471
17 4 9 0.4023
17 4 10 0.3437
17 4 11 0.3783
17 4 12 0.4704
17 4 13 0.4095
17 4 14 0.3897
17 4 15 0.3801
17 4 16 0.3864
17 4 17 0.5386
17 4 18 0.3604
17 4 19 0.5994
17 4 20 0.7662
17 4 21 1.0219
17 4 22 0.8975
17 4 23 0.7143
17 4 24 0.3277
17 5 1 0.2628
17 5 2 0.2576
17 5 3 0.2525
17 5 4 0.2311
17 5 5 0.2131
17 5 6 0.4602
17 5 7 0.7199
17 5 8 0.4572
17 5 9 0.4546
17 5 10 0.385
17 5 11 0.3706
17 5 12 0.5375
17 5 13 0.3642
17 5 14 0.3649
17 5 15 0.3914
17 5 16 0.4008
17 5 17 0.5021
17 5 18 0.353
17 5 19 0.6307
17 5 20 0.8312
17 5 21 0.9786
17 5 22 0.8016
17 5 23 0.7177
17 5 24 0.325
17 6 1 0.3279
17 6 2 0.3533
17 6 3 0.3436
17 6 4 0.37
17 6 5 0.373
17 6 6 0.3953
17 6 7 0.362
17 6 8 0.5968
17 6 9 0.6681
17 6 10 0.5625
17 6 11 0.507
17 6 12 1.0869
17 6 13 0.8845
17 6 14 0.8096
17 6 15 0.5969
17 6 16 0.6564
17 6 17 0.4907
17 6 18 0.4834
17 6 19 0.5931
17 6 20 0.7715
17 6 21 0.7656
17 6 22 0.6794
17 6 23 0.6615
17 6 24 0.5146
17 7 1 0.2961
17 7 2 0.2471
17 7 3 0.2432
17 7 4 0.2666
17 7 5 0.221
17 7 6 0.4145
17 7 7 0.6923
17 7 8 0.4599
17 7 9 0.4367
17 7 10 0.3323
17 7 11 0.415
17 7 12 0.5462
17 7 13 0.365
17 7 14 0.3922
17 7 15 0.3778
17 7 16 0.4385
17 7 17 0.4881
17 7 18 0.3188
17 7 19 0.6427
17 7 20 0.8101
17 7 21 1.0797
17 7 22 0.7847
17 7 23 0.6249
17 7 24 0.3636
17 8 1 0.2755
17 8 2 0.2871
17 8 3 0.2626
17 8 4 0.2593
17 8 5 0.2537
17 8 6 0.3909
17 8 7 0.4342
17 8 8 0.3658
17 8 9 0.3721
17 8 10 0.4105
17 8 11 0.3702
17 8 12 0.4348
17 8 13 0.5967
17 8 14 0.4041
17 8 15 0.3798
17 8 16 0.4622
17 8 17 0.4755
17 8 18 0.487
17 8 19 0.739
17 8 20 0.9928
17 8 21 1.0415
17 8 22 0.956
17 8 23 0.6477
17 8 24 0.3867
17 9 1 0.3146
17 9 2 0.2539
17 9 3 0.2747
17 9 4 0.2852
17 9 5 0.2597
17 9 6 0.3876
17 9 7 0.4168
17 9 8 0.3904
17 9 9 0.3294
17 9 10 0.4455
17 9 11 0.409
17 9 12 0.4921
17 9 13 0.5817
17 9 14 0.3684
17 9 15 0.4433
17 9 16 0.4714
17 9 17 0.4343
17 9 18 0.5606
17 9 19 0.7139
17 9 20 0.9496
17 9 21 1.0699
17 9 22 0.9265
17 9 23 0.6571
17 9 24 0.358
17 10 1 0.4453
17 10 2 0.4233
17 10 3 0.3645
17 10 4 0.4171
17 10 5 0.4026
17 10 6 0.4774
17 10 7 0.7215
17 10 8 0.7299
17 10 9 0.5556
17 10 10 0.5651
17 10 11 0.5676
17 10 12 0.5684
17 10 13 0.5561
17 10 14 0.6225
17 10 15 0.6331
17 10 16 0.6386
17 10 17 0.4489
17 10 18 0.507
17 10 19 0.7414
17 10 20 0.8182
17 10 21 1.0299
17 10 22 0.8498
17 10 23 0.6435
17 10 24 0.5307
17 11 1 0.288
17 11 2 0.2811
17 11 3 0.2524
17 11 4 0.2955
17 11 5 0.3364
17 11 6 0.2983
17 11 7 0.3556
17 11 8 0.3548
17 11 9 0.3823
17 11 10 0.4803
17 11 11 0.4893
17 11 12 0.5905
17 11 13 0.5845
17 11 14 0.4952
17 11 15 0.492
17 11 16 0.3929
17 11 17 0.5017
17 11 18 0.584
17 11 19 0.9288
17 11 20 1.0409
17 11 21 0.8262
17 11 22 0.7979
17 11 23 0.5915
17 11 24 0.4277
17 12 1 0.2827
17 12 2 0.2969
17 12 3 0.2707
17 12 4 0.2449
17 12 5 0.2181
17 12 6 0.3844
17 12 7 0.4557
17 12 8 0.3587
17 12 9 0.3417
17 12 10 0.4245
17 12 11 0.431
17 12 12 0.4798
17 12 13 0.513
17 12 14 0.415
17 12 15 0.4391
17 12 16 0.4487
17 12 17 0.4871
17 12 18 0.5418
17 12 19 0.7717
17 12 20 0.8923
17 12 21 0.9214
17 12 22 1.0022
17 12 23 0.6213
17 12 24 0.3928
17 13 1 0.2641
17 13 2 0.2278
17 13 3 0.2703
17 13 4 0.2406
17 13 5 0.2423
17 13 6 0.4553
17 13 7 0.6598
17 13 8 0.4102
17 13 9 0.4248
17 13 10 0.3882
17 13 11 0.388
17 13 12 0.5184
17 13 13 0.4319
17 13 14 0.3551
17 13 15 0.4025
17 13 16 0.449
17 13 17 0.477
17 13 18 0.372
17 13 19 0.6177
17 13 20 0.8185
17 13 21 0.9574
17 13 22 0.8772
17 13 23 0.6646
17 13 24 0.3696
17 14 1 0.4824
17 14 2 0.4124
17 14 3 0.3559
17 14 4 0.476
17 14 5 0.3927
17 14 6 0.5071
17 14 7 0.694
17 14 8 0.6767
17 14 9 0.5895
17 14 10 0.6259
17 14 11 0.5924
17 14 12 0.5662
17 14 13 0.5879
17 14 14 0.5654
17 14 15 0.6342
17 14 16 0.5763
17 14 17 0.518
17 14 18 0.507
17 14 19 0.6579
17 14 20 0.8241
17 14 21 0.9092
17 14 22 0.8122
17 14 23 0.6422
17 14 24 0.5336
17 15 1 0.3028
17 15 2 0.3656
17 15 3 0.3431
17 15 4 0.342
17 15 5 0.3619
17 15 6 0.3854
17 15 7 0.3724
17 15 8 0.6138
17 15 9 0.6217
17 15 10 0.4898
17 15 11 0.5177
17 15 12 0.9085
17 15 13 0.8565
17 15 14 0.8061
17 15 15 0.6517
17 15 16 0.6086
17 15 17 0.5415
17 15 18 0.4903
17 15 19 0.5582
17 15 20 0.7125
17 15 21 0.7924
17 15 22 0.7182
17 15 23 0.6997
17 15 24 0.4971
17 16 1 0.2771
17 16 2 0.2871
17 16 3 0.2658
17 16 4 0.284
17 16 5 0.3118
17 16 6 0.3009
17 16 7 0.4107
17 16 8 0.3337
17 16 9 0.388
17 16 10 0.4577
17 16 11 0.5008
17 16 12 0.561
17 16 13 0.4976
17 16 14 0.4864
17 16 15 0.4515
17 16 16 0.3981
17 16 17 0.5606
17 16 18 0.6645
17 16 19 0.9435
17 16 20 0.9597
17 16 21 0.8885
17 16 22 0.7688
17 16 23 0.6343
17 16 24 0.4551
17 17 1 0.331
17 17 2 0.3682
17 17 3 0.3764
17 17 4 0.3208
17 17 5 0.3447
17 17 6 0.3761
17 17 7 0.3722
17 17 8 0.6216
17 17 9 0.6649
17 17 10 0.4838
17 17 11 0.54
17 17 12 0.9871
17 17 13 0.9012
17 17 14 0.7548
17 17 15 0.694
17 17 16 0.6375
17 17 17 0.5622
17 17 18 0.5003
17 17 19 0.5663
17 17 20 0.6637
17 17 21 0.8689
17 17 22 0.6665
17 17 23 0.6112
17 17 24 0.5916
17 18 1 0.2663
17 18 2 0.3386
17 18 3 0.2739
17 18 4 0.2501
17 18 5 0.3066
17 18 6 0.2985
17 18 7 0.3672
17 18 8 0.3993
17 18 9 0.4268
17 18 10 0.5153
17 18 11 0.5275
17 18 12 0.5636
17 18 13 0.5935
17 18 14 0.5062
17 18 15 0.4589
17 18 16 0.4459
17 18 17 0.4818
17 18 18 0.6306
17 18 19 0.9039
17 18 20 1.0427
17 18 21 0.9844
17 18 22 0.7083
17 18 23 0.6501
17 18 24 0.4093
17 19 1 0.4177
17 19 2 0.4446
17 19 3 0.3969
17 19 4 0.4669
17 19 5 0.3937
17 19 6 0.5385
17 19 7 0.7029
17 19 8 0.6147
17 19 9 0.6335
17 19 10 0.5505
17 19 11 0.575
17 19 12 0.5251
17 19 13 0.5796
17 19 14 0.6045
17 19 15 0.5993
17 19 16 0.5653
17 19 17 0.4411
17 19 18 0.5604
17 19 19 0.7486
17 19 20 0.7452
17 19 21 1.0087
17 19 22 0.8378
17 19 23 0.6349
17 19 24 0.5444
17 20 1 0.2546
17 20 2 0.275
17 20 3 0.2478
17 20 4 0.2308
17 20 5 0.2413
17 20 6 0.459
17 20 7 0.6688
17 20 8 0.4601
17 20 9 0.4559
17 20 10 0.3458
17 20 11 0.3996
17 20 12 0.4682
17 20 13 0.3689
17 20 14 0.3734
17 20 15 0.3862
17 20 16 0.3921
17 20 17 0.4912
17 20 18 0.3353
17 20 19 0.5693
17 20 20 0.8614
17 20 21 1.0455
17 20 22 0.8802
17 20 23 0.7334
17 20 24 0.3626
17 21 1 0.3099
17 21 2 0.2741
17 21 3 0.2695
17 21 4 0.2857
17 21 5 0.26
17 21 6 0.4161
17 21 7 0.441
17 21 8 0.3674
17 21 9 0.3581
17 21 10 0.4711
17 21 11 0.436
17 21 12 0.4091
17 21 13 0.588
17 21 14 0.3717
17 21 15 0.3949
17 21 16 0.4343
17 21 17 0.4878
17 21 18 0.5111
17 21 19 0.7614
17 21 20 0.9071
17 21 21 1.0351
17 21 22 0.9426
17 21 23 0.6205
17 21 24 0.3868
17 22 1 0.3004
17 22 2 0.3909
17 22 3 0.379
17 22 4 0.3257
17 22 5 0.3626
17 22 6 0.3717
17 22 7 0.4048
17 22 8 0.5774
17 22 9 0.6302
17 22 10 0.5531
17 22 11 0.5597
17 22 12 0.9399
17 22 13 1.0263
17 22 14 0.7393
17 22 15 0.6392
17 22 16 0.7026
17 22 17 0.5037
17 22 18 0.4874
17 22 19 0.575
17 22 20 0.6908
17 22 21 0.7552
17 22 22 0.7429
17 22 23 0.6516
17 22 24 0.5677
17 23 1 0.2982
17 23 2 0.3633
17 23 3 0.3489
17 23 4 0.3604
17 23 5 0.3163
17 23 6 0.3883
17 23 7 0.3761
17 23 8 0.5509
17 23 9 0.5584
17 23 10 0.4924
17 23 11 0.5396
17 23 12 0.9813
17 23 13 0.9015
17 23 14 0.752
17 23 15 0.6344
17 23 16 0.6725
17 23 17 0.5357
17 23 18 0.4472
17 23 19 0.5752
17 23 20 0.6902
17 23 21 0.7533
17 23 22 0.7541
17 23 23 0.6086
17 23 24 0.6049
17 24 1 0.3089
17 24 2 0.3831
17 24 3 0.394
17 24 4 0.3074
17 24 5 0.3092
17 24 6 0.3746
17 24 7 0.406
17 24 8 0.5147
17 24 9 0.6075
17 24 10 0.4989
17 24 11 0.6037
17 24 12 1.0569
17 24 13 0.9159
17 24 14 0.6958
17 24 15 0.6788
17 24 16 0.6737
17 24 17 0.5359
17 24 18 0.4536
17 24 19 0.5645
17 24 20 0.6597
17 24 21 0.7679
17 24 22 0.7154
17 24 23 0.6599
17 24 24 0.5713
17 25 1 0.2956
17 25 2 0.2488
17 25 3 0.2404
17 25 4 0.2471
17 25 5 0.2079
17 25 6 0.4178
17 25 7 0.673
17 25 8 0.4716
17 25 9 0.4026
17 25 10 0.3876
17 25 11 0.3778
17 25 12 0.5248
17 25 13 0.4273
17 25 14 0.4002
17 25 15 0.3959
17 25 16 0.413
17 25 17 0.5184
17 25 18 0.3644
17 25 19 0.6555
17 25 20 0.8473
17 25 21 0.9192
17 25 22 0.8869
17 25 23 0.6989
17 25 24 0.3938
17 26 1 0.4795
17 26 2 0.3815
17 26 3 0.3451
17 26 4 0.4572
17 26 5 0.3544
17 26 6 0.5349
17 26 7 0.6944
17 26 8 0.6897
17 26 9 0.6209
17 26 10 0.6386
17 26 11 0.6532
17 26 12 0.5471
17 26 13 0.5435
17 26 14 0.6012
17 26 15 0.6397
17 26 16 0.6338
17 26 17 0.4939
17 26 18 0.518
17 26 19 0.6782
17 26 20 0.7515
17 26 21 1.0772
17 26 22 0.7789
17 26 23 0.678
17 26 24 0.5774
17 27 1 0.4345
17 27 2 0.3785
17 27 3 0.3721
17 27 4 0.4819
17 27 5 0.423
17 27 6 0.5564
17 27 7 0.7087
17 27 8 0.6557
17 27 9 0.6074
17 27 10 0.5903
17 27 11 0.6452
17 27 12 0.5196
17 27 13 0.5725
17 27 14 0.5751
17 27 15 0.6382
17 27 16 0.5855
17 27 17 0.5168
17 27 18 0.4916
17 27 19 0.7759
17 27 20 0.8583
17 27 21 1.009
17 27 22 0.7726
17 27 23 0.6981
17 27 24 0.5966
17 28 1 0.2826
17 28 2 0.2868
17 28 3 0.2569
17 28 4 0.2638
17 28 5 0.2359
17 28 6 0.4038
17 28 7 0.4168
17 28 8 0.3932
17 28 9 0.3343
17 28 10 0.4829
17 28 11 0.3908
17 28 12 0.4768
17 28 13 0.6149
17 28 14 0.4128
17 28 15 0.4444
17 28 16 0.4211
17 28 17 0.4284
17 28 18 0.5376
17 28 19 0.7065
17 28 20 0.9394
17 28 21 1.0351
17 28 22 0.9499
17 28 23 0.603
17 28 24 0.4025
17 29 1 0.4112
17 29 2 0.3962
17 29 3 0.3584
17 29 4 0.4273
17 29 5 0.354
17 29 6 0.5407
17 29 7 0.7075
17 29 8 0.6188
17 29 9 0.6014
17 29 10 0.6274
17 29 11 0.6375
17 29 12 0.5451
17 29 13 0.5575
17 29 14 0.5706
17 29 15 0.6173
17 29 16 0.6509
17 29 17 0.4705
17 29 18 0.5394
17 29 19 0.7344
17 29 20 0.8474
17 29 21 0.9646
17 29 22 0.7755
17 29 23 0.7286
17 29 24 0.5799
17 30 1 0.3222
17 30 2 0.3673
17 30 3 0.3843
17 30 4 0.3416
17 30 5 0.316
17 30 6 0.3579
17 30 7 0.3805
17 30 8 0.6117
17 30 9 0.6766
17 30 10 0.4988
17 30 11 0.5187
17 30 12 1.0103
17 30 13 0.9337
17 30 14 0.694
17 30 15 0.6091
17 30 16 0.6569
17 30 17 0.5144
17 30 18 0.4941
17 30 19 0.5901
17 30 20 0.771
17 30 21 0.8774
17 30 22 0.6627
17 30 23 0.7021
17 30 24 0.5346
17 31 1 0.3034
17 31 2 0.3874
17 31 3 0.3961
17 31 4 0.3211
17 31 5 0.3389
17 31 6 0.3378
17 31 7 0.3676
17 31 8 0.6133
17 31 9 0.6668
17 31 10 0.5063
17 31 11 0.5444
17 31 12 1.0936
17 31 13 0.9359
17 31 14 0.8105
17 31 15 0.6836
17 31 16 0.6417
17 31 17 0.5811
17 31 18 0.4538
17 31 19 0.6653
17 31 20 0.7748
17 31 21 0.8875
17 31 22 0.7836
17 31 23 0.6811
17 31 24 0.567
17 32 1 0.3124
17 32 2 0.3333
17 32 3 0.2481
17 32 4 0.2583
17 32 5 0.2922
17 32 6 0.3176
17 32 7 0.3429
17 32 8 0.3955
17 32 9 0.382
17 32 10 0.5098
17 32 11 0.5809
17 32 12 0.5976
17 32 13 0.5848
17 32 14 0.4572
17 32 15 0.4518
17 32 16 0.4581
17 32 17 0.5398
17 32 18 0.6158
17 32 19 0.8958
17 32 20 1.0504
17 32 21 0.9696
17 32 22 0.8149
17 32 23 0.6227
17 32 24 0.4398
17 33 1 0.2616
17 33 2 0.2286
17 33 3 0.279
17 33 4 0.248
17 33 5 0.2256
17 33 6 0.4339
17 33 7 0.7544
17 33 8 0.4756
17 33 9 0.4604
17 33 10 0.3718
17 33 11 0.3473
17 33 12 0.4984
17 33 13 0.4383
17 33 14 0.4063
17 33 15 0.335
17 33 16 0.4121
17 33 17 0.4695
17 33 18 0.3315
17 33 19 0.5684
17 33 20 0.7607
17 33 21 0.9832
17 33 22 0.8537
17 33 23 0.7351
17 33 24 0.3731
18 2 1 0.2666
18 2 2 0.2791
18 2 3 0.2776
18 2 4 0.2651
18 2 5 0.3334
18 2 6 0.3545
18 2 7 0.378
18 2 8 0.3947
18 2 9 0.4086
18 2 10 0.5114
18 2 11 0.5501
18 2 12 0.5999
18 2 13 0.5206
18 2 14 0.4841
18 2 15 0.4986
18 2 16 0.3855
18 2 17 0.5714
18 2 18 0.5624
18 2 19 0.9667
18 2 20 1.0557
18 2 21 0.8786
18 2 22 0.7485
18 2 23 0.6488
18 2 24 0.4709
18 3 1 0.2825
18 3 2 0.3154
18 3 3 0.2739
18 3 4 0.2435
18 3 5 0.3017
18 3 6 0.3569
18 3 7 0.3651
18 3 8 0.3404
18 3 9 0.4211
18 3 10 0.4477
18 3 11 0.513
18 3 12 0.528
18 3 13 0.554
18 3 14 0.5019
18 3 15 0.4296
18 3 16 0.4314
18 3 17 0.5106
18 3 18 0.6496
18 3 19 0.8393
18 3 20 1.0849
18 3 21 0.8997
18 3 22 0.8087
18 3 23 0.6264
18 3 24 0.48
18 4 1 0.3375
18 4 2 0.3676
18 4 3 0.3662
18 4 4 0.3299
18 4 5 0.3574
18 4 6 0.3274
18 4 7 0.3503
18 4 8 0.5345
18 4 9 0.5788
18 4 10 0.5177
18 4 11 0.534
18 4 12 1.0043
18 4 13 0.9418
18 4 14 0.7078
18 4 15 0.6557
18 4 16 0.6731
18 4 17 0.4949
18 4 18 0.5085
18 4 19 0.5691
18 4 20 0.7599
18 4 21 0.7542
18 4 22 0.7268
18 4 23 0.7253
18 4 24 0.5967
18 5 1 0.3043
18 5 2 0.3981
18 5 3 0.3524
18 5 4 0.3583
18 5 5 0.3304
18 5 6 0.3564
18 5 7 0.3619
18 5 8 0.5886
18 5 9 0.595
18 5 10 0.5207
18 5 11 0.5723
18 5 12 1.0496
18 5 13 1.0291
18 5 14 0.7388
18 5 15 0.6594
18 5 16 0.683
18 5 17 0.5611
18 5 18 0.4819
18 5 19 0.6732
18 5 20 0.6834
18 5 21 0.8711
18 5 22 0.7039
18 5 23 0.6832
18 5 24 0.5099
18 6 1 0.2954
18 6 2 0.2574
18 6 3 0.2687
18 6 4 0.2424
18 6 5 0.2482
18 6 6 0.4135
18 6 7 0.6323
18 6 8 0.445
18 6 9 0.4466
18 6 10 0.3288
18 6 11 0.342
18 6 12 0.4954
18 6 13 0.375
18 6 14 0.3498
18 6 15 0.3534
18 6 16 0.4205
18 6 17 0.5109
18 6 18 0.3648
18 6 19 0.5518
18 6 20 0.797
18 6 21 0.9544
18 6 22 0.8098
18 6 23 0.721
18 6 24 0.3772
18 7 1 0.3298
18 7 2 0.4065
18 7 3 0.3922
18 7 4 0.3639
18 7 5 0.3682
18 7 6 0.3616
18 7 7 0.3447
18 7 8 0.5374
18 7 9 0.6568
18 7 10 0.5384
18 7 11 0.5917
18 7 12 0.9766
18 7 13 0.8956
18 7 14 0.7932
18 7 15 0.6388
18 7 16 0.6525
18 7 17 0.5506
18 7 18 0.526
18 7 19 0.6731
18 7 20 0.6938
18 7 21 0.9093
18 7 22 0.7949
18 7 23 0.6129
18 7 24 0.4951
18 8 1 0.4448
18 8 2 0.3717
18 8 3 0.3483
18 8 4 0.4013
18 8 5 0.3583
18 8 6 0.5424
18 8 7 0.6923
18 8 8 0.6426
18 8 9 0.538
18 8 10 0.5817
18 8 11 0.5884
18 8 12 0.5287
18 8 13 0.5431
18 8 14 0.6159
18 8 15 0.6535
18 8 16 0.5504
18 8 17 0.443
18 8 18 0.509
18 8 19 0.7034
18 8 20 0.7664
18 8 21 1.0005
18 8 22 0.7351
18 8 23 0.6035
18 8 24 0.6023
18 9 1 0.4446
18 9 2 0.4211
18 9 3 0.3992
18 9 4 0.4359
18 9 5 0.3801
18 9 6 0.5313
18 9 7 0.6554
18 9 8 0.7195
18 9 9 0.5781
18 9 10 0.5705
18 9 11 0.6463
18 9 12 0.5366
18 9 13 0.5783
18 9 14 0.6606
18 9 15 0.5411
18 9 16 0.567
18 9 17 0.4448
18 9 18 0.5512
18 9 19 0.7497
18 9 20 0.8611
18 9 21 1.0199
18 9 22 0.7959
18 9 23 0.733
18 9 24 0.5563
18 10 1 0.2781
18 10 2 0.2469
18 10 3 0.2522
18 10 4 0.2559
18 10 5 0.2123
18 10 6 0.4755
18 10 7 0.6597
18 10 8 0.4378
18 10 9 0.4458
18 10 10 0.3365
18 10 11 0.349
18 10 12 0.524
18 10 13 0.3604
18 10 14 0.3586
18 10 15 0.3379
18 10 16 0.3983
18 10 17 0.5341
18 10 18 0.3523
18 10 19 0.6633
18 10 20 0.7307
18 10 21 0.9085
18 10 22 0.8169
18 10 23 0.7171
18 10 24 0.3334
18 11 1 0.4928
18 11 2 0.4247
18 11 3 0.3584
18 11 4 0.4148
18 11 5 0.3998
18 11 6 0.5068
18 11 7 0.6184
18 11 8 0.7409
18 11 9 0.6456
18 11 10 0.5524
18 11 11 0.6562
18 11 12 0.5233
18 11 13 0.5776
18 11 14 0.6573
18 11 15 0.6573
18 11 16 0.5734
18 11 17 0.459
18 11 18 0.5024
18 11 19 0.7702
18 11 20 0.7412
18 11 21 0.9799
18 11 22 0.8423
18 11 23 0.6282
18 11 24 0.5393
18 12 1 0.3445
18 12 2 0.348
18 12 3 0.3624
18 12 4 0.3539
18 12 5 0.3219
18 12 6 0.3336
18 12 7 0.3727
18 12 8 0.5711
18 12 9 0.5847
18 12 10 0.5662
18 12 11 0.5949
18 12 12 0.9204
18 12 13 1.0071
18 12 14 0.7284
18 12 15 0.6911
18 12 16 0.6153
18 12 17 0.4896
18 12 18 0.4765
18 12 19 0.608
18 12 20 0.7961
18 12 21 0.8293
18 12 22 0.6764
18 12 23 0.7279
18 12 24 0.595
18 13 1 0.304
18 13 2 0.2952
18 13 3 0.2393
18 13 4 0.2642
18 13 5 0.2612
18 13 6 0.4399
18 13 7 0.4511
18 13 8 0.3788
18 13 9 0.381
18 13 10 0.4757
18 13 11 0.3791
18 13 12 0.46
18 13 13 0.566
18 13 14 0.3992
18 13 15 0.4408
18 13 16 0.4895
18 13 17 0.4908
18 13 18 0.4838
18 13 19 0.7726
18 13 20 0.8436
18 13 21 1.0634
18 13 22 1.0666
18 13 23 0.6217
18 13 24 0.375
18 14 1 0.2668
18 14 2 0.2977
18 14 3 0.2645
18 14 4 0.2965
18 14 5 0.2855
18 14 6 0.3216
18 14 7 0.3541
18 14 8 0.3583
18 14 9 0.423
18 14 10 0.4262
18 14 11 0.5747
18 14 12 0.5034
18 14 13 0.5568
18 14 14 0.4956
18 14 15 0.4713
18 14 16 0.4091
18 14 17 0.5379
18 14 18 0.5512
